Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
66013-CAL,Male,73,No,Calgary,1,31,,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,50.95,207.35,0,0,0,207.35,Stayed,,
66868-HAM,Female,25,Yes,Hamilton,13,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0,10,10.05,90.3,Joined,,
53717-TOR,Female,43,Yes,Toronto,13,3,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.2,98.35,0,0,101.46,199.81,Stayed,,
17050-TOR,Female,72,Yes,Toronto,9,29,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0,0,1574.72,4792.37,Stayed,,
98260-MCT,Male,49,No,Moncton,7,7,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.7,6424.7,0,0,1064.2,7488.9,Stayed,,
77147-MCT,Female,50,No,Moncton,13,32,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8,3124.5,0,0,660.66,3785.16,Churned,Attitude,Attitude of support person
46580-SAS,Female,45,No,Saskatoon,9,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.85,7002.95,0,0,1197.63,8200.58,Stayed,,
53939-OTT,Male,39,Yes,Ottawa,0,22,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.9,1110.05,0,0,1826.38,2936.43,Stayed,,
19481-HAM,Male,76,No,Hamilton,10,17,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,1752.55,45.61,0,203.94,1910.88,Churned,Competitor,Competitor made better offer
99849-STJ,Male,61,No,St. John's,7,3,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.1,450.9,0,0,76.02,526.92,Stayed,,
73218-CAL,Female,70,Yes,Calgary,6,9,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,88.75,5348.65,0,0,952.85,6301.5,Stayed,,
96603-MCT,Female,56,Yes,Moncton,4,30,,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.65,49.65,0,40,4.18,93.83,Churned,Dissatisfaction,Lack of self-service on Website
69077-CAL,Female,55,Yes,Calgary,5,3,Deal 2,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,3629.2,0,0,2148.48,5777.68,Stayed,,
33776-MCT,Male,32,Yes,Moncton,6,10,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.2,19.2,0,0,35.88,55.08,Joined,,
76587-MON,Female,67,No,Montreal,6,18,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,3810.55,0,0,646.02,4456.57,Stayed,,
78850-VAN,Female,58,No,Vancouver,13,33,,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49,1291.35,0,0,72.63,1363.98,Stayed,,
34278-MIS,Female,56,No,Mississauga,13,32,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,89.65,1208.35,0,120,106.68,1435.03,Churned,Competitor,Competitor had better devices
64028-HAL,Female,30,Yes,Halifax,5,22,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,5336.35,0,0,1082.16,6418.51,Stayed,,
92454-VAN,Male,32,No,Vancouver,9,14,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,244.65,0,0,139.8,384.45,Churned,Competitor,Competitor offered higher download speeds
51778-CAL,Female,30,No,Calgary,14,7,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0,0,403.9,8334.45,Stayed,,
12476-HAM,Female,50,No,Hamilton,1,21,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,202.25,0,0,132.48,334.73,Stayed,,
19891-VAN,Male,60,No,Vancouver,6,4,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.45,481.1,0,0,1061.91,1543.01,Stayed,,
44094-KEL,Female,65,No,Kelowna,3,5,,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.5,1652.1,16.89,0,632.27,2267.48,Stayed,,
26949-TOR,Female,50,No,Toronto,2,19,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,3756.4,4.18,0,113.2,3865.42,Stayed,,
46765-HAL,Female,46,No,Halifax,2,28,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492,0,150,446.49,1088.49,Stayed,,
44055-MON,Female,56,No,Montreal,15,25,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,849.9,0,0,1627.08,2476.98,Stayed,,
68330-TOR,Female,40,No,Toronto,14,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.3,2564.3,0,0,457.3,3021.6,Churned,Other,Don't know
88050-SAS,Female,44,Yes,Saskatoon,8,15,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.6,893,0,0,313.56,1206.56,Stayed,,
64664-WIN,Female,56,Yes,Winnipeg,2,8,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,95.65,6856.95,0,0,370.62,7227.57,Stayed,,
53598-HAM,Male,26,No,Hamilton,9,3,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0,0,0,947.75,Stayed,,
34389-HAL,Female,48,No,Halifax,4,5,Deal 2,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.8,3970.4,0,0,2557.8,6528.2,Stayed,,
57527-CAL,Female,26,Yes,Calgary,14,12,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.1,1143.8,0,0,2568.71,3712.51,Stayed,,
37577-SUR,Male,70,Yes,Surrey,7,6,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,1286.05,0,0,578.36,1864.41,Stayed,,
29016-SUR,Female,27,Yes,Surrey,13,12,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6521.9,0,0,2586.4,9108.3,Stayed,,
67187-MON,Female,48,Yes,Montreal,5,18,Deal 4,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.8,727.8,0,0,115.2,843,Churned,Competitor,Competitor offered higher download speeds
25446-HAM,Female,40,No,Hamilton,6,8,Deal 4,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.7,301.55,0,0,114.24,415.79,Stayed,,
94058-WIN,Female,20,Yes,Winnipeg,14,1,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,61.4,3638.25,0,0,1855.2,5493.45,Stayed,,
25621-HAM,Female,43,Yes,Hamilton,9,9,,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.35,3169.55,0,0,2321.8,5491.35,Stayed,,
44423-MCT,Female,56,Yes,Moncton,5,4,,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69,1108,33.67,0,93.33,1167.66,Stayed,,
82290-SAS,Female,76,Yes,Saskatoon,2,34,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,751.65,0,0,390.06,1141.71,Churned,Attitude,Attitude of support person
61461-HAM,Female,62,No,Hamilton,10,13,Deal 2,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.2,1618.2,0,0,1684.62,3302.82,Stayed,,
55858-MCT,Male,60,No,Moncton,9,13,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.3,4126.35,0,0,548.78,4675.13,Stayed,,
67668-YEL,Male,47,No,Yellowknife,10,30,,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.75,2348.45,0,80,0,2428.45,Stayed,,
69259-MIS,Female,32,Yes,Mississauga,2,12,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.75,948.9,0,0,1952.38,2901.28,Stayed,,
91532-SAS,Male,55,Yes,Saskatoon,1,3,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.35,4614.55,0,0,469.71,5084.26,Stayed,,
26377-BRA,Female,23,Yes,Brampton,2,4,,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.65,2553.7,0,0,2034.45,4588.15,Stayed,,
47754-CAL,Male,42,No,Calgary,10,7,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.2,1068.15,0,0,1083.32,2151.47,Stayed,,
57814-KEL,Female,59,Yes,Kelowna,0,15,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.75,4273.45,0,0,789.18,5062.63,Churned,Other,Don't know
17149-SAS,Male,70,Yes,Saskatoon,0,16,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0,0,228.6,706.3,Churned,Attitude,Attitude of support person
16931-MCT,Female,39,Yes,Moncton,8,23,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.3,19.3,0,0,8.66,27.96,Joined,,
97384-VAN,Female,38,Yes,Vancouver,4,34,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,6110.2,0,0,2272.86,8383.06,Churned,Competitor,Competitor had better devices
43865-THU,Male,37,Yes,Thunder Bay,1,26,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.45,19.45,0,0,48.96,68.41,Churned,Dissatisfaction,Poor expertise of phone support
74518-BRA,Female,27,No,Brampton,13,13,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.45,82.7,0,0,37.4,120.1,Joined,,
27465-MIS,Female,82,No,Mississauga,6,6,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0,0,1493.12,7574.52,Stayed,,
83932-MCT,Female,53,Yes,Moncton,1,20,Deal 4,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,40.25,411.45,17.96,30,0,423.49,Stayed,,
69846-TOR,Female,37,Yes,Toronto,12,9,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0,0,1382.78,3198.08,Stayed,,
73151-KEL,Female,79,Yes,Kelowna,7,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665,0,0,1555.84,4220.84,Stayed,,
46986-OTT,Female,52,Yes,Ottawa,4,17,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0,0,29.56,391.76,Churned,Competitor,Competitor made better offer
53028-HAL,Female,35,No,Halifax,10,36,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,94.75,5121.75,0,70,2033.1,7224.85,Stayed,,
29830-CAL,Female,72,Yes,Calgary,15,7,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,Churned,Competitor,Competitor made better offer
14311-MIS,Male,52,Yes,Mississauga,13,32,,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25,300.7,0,0,165.44,466.14,Stayed,,
37203-VAN,Male,49,No,Vancouver,14,32,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,19.35,152.6,0,0,278.96,431.56,Stayed,,
91754-MON,Male,58,Yes,Montreal,14,13,,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.25,35.25,0,0,0,35.25,Churned,Price,Lack of affordable download/upload speed
64001-VAN,Male,44,No,Vancouver,10,2,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,0,0,2288.16,8856.06,Stayed,,
39862-WIN,Female,52,No,Winnipeg,10,18,Deal 3,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,24.7,780.2,0,0,391.68,1171.88,Stayed,,
83486-TOR,Male,34,No,Toronto,5,4,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,75.35,0,0,38.89,114.24,Joined,,
96516-HAM,Female,45,No,Hamilton,14,5,Deal 5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.35,449.75,0,0,369.18,818.93,Churned,Competitor,Competitor had better devices
48545-STJ,Female,76,No,St. John's,2,15,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0,0,193.2,4758.1,Stayed,,
93306-WIN,Female,35,No,Winnipeg,8,15,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,59.8,3561.15,0,0,914.4,4475.55,Stayed,,
51798-SUR,Male,63,Yes,Surrey,2,18,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,0,0,492.36,2431.26,Stayed,,
39779-STJ,Female,24,Yes,St. John's,14,8,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.9,791.15,20.17,0,1872.78,2643.76,Stayed,,
38663-MIS,Male,42,No,Mississauga,7,15,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.3,40.25,0,0,14.54,54.79,Joined,,
85886-HAL,Female,19,No,Halifax,1,11,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.05,746.75,0,0,1435.7,2182.45,Stayed,,
94955-TOR,Female,54,Yes,Toronto,2,33,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.8,460.2,21.81,0,76.75,515.14,Stayed,,
37034-HAL,Female,58,Yes,Halifax,2,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,79.55,0,0,4.04,83.59,Churned,Other,Don't know
65797-YEL,Female,80,No,Yellowknife,4,4,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.35,369.6,0,0,675.54,1045.14,Stayed,,
44655-WIN,Male,41,Yes,Winnipeg,0,25,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.5,147.75,0,0,79.14,226.89,Joined,,
22836-STJ,Male,60,Yes,St. John's,9,18,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.95,1269.1,0,0,2504.04,3773.14,Stayed,,
64957-VAN,Female,51,No,Vancouver,11,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,2516.2,47.04,0,275.21,2744.37,Stayed,,
32018-RIC,Male,36,Yes,Richmond,15,32,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.1,1697.7,0,0,3242.58,4940.28,Stayed,,
71598-CAL,Female,31,Yes,Calgary,9,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.45,411.75,0,0,40.72,452.47,Stayed,,
22916-STJ,Female,83,Yes,St. John's,12,17,Deal 2,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.05,3062.45,0,0,830.7,3893.15,Stayed,,
58840-BRA,Female,73,No,Brampton,15,13,,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0,0,0,25.2,Churned,Competitor,Competitor made better offer
76680-MIS,Male,67,No,Mississauga,4,17,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0,50,1026.02,3821.22,Churned,Price,Extra data charges
43349-MCT,Male,44,No,Moncton,12,28,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.85,6562.9,12.55,0,1941.12,8491.47,Stayed,,
26259-HAL,Female,46,No,Halifax,4,9,Deal 3,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.1,682.1,0,0,1418.48,2100.58,Stayed,,
11751-CAL,Female,18,No,Calgary,5,7,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.3,38.45,0,0,0,38.45,Joined,,
58665-SUR,Male,75,Yes,Surrey,4,15,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.65,8333.95,0,0,330.48,8664.43,Stayed,,
87521-MON,Female,64,Yes,Montreal,14,20,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.55,187.35,0,0,47.6,234.95,Stayed,,
32445-BRA,Female,26,No,Brampton,2,27,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0,140,1499.4,7138.2,Stayed,,
27514-STJ,Male,61,Yes,St. John's,12,20,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,2289.9,0,0,89.04,2378.94,Stayed,,
44815-WIN,Female,24,No,Winnipeg,10,11,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.4,261.3,0,0,85.28,346.58,Stayed,,
45213-STJ,Female,25,Yes,St. John's,15,5,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.2,125.95,0,0,64.12,190.07,Joined,,
55800-SUR,Female,78,No,Surrey,5,10,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0,0,516.29,2013.19,Churned,Dissatisfaction,Service dissatisfaction
28453-KEL,Female,23,No,Kelowna,9,6,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0,0,6.54,55.14,Churned,Dissatisfaction,Poor expertise of phone support
96240-MIS,Male,26,No,Mississauga,7,24,Deal 4,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,867.1,32.65,0,365.4,1199.85,Stayed,,
21165-OTT,Female,38,No,Ottawa,2,32,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,38.15,0,0,69.14,107.29,Joined,,
73236-STJ,Female,63,Yes,St. John's,5,22,Deal 4,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0,130,451.56,1236.06,Stayed,,
41924-HAL,Female,57,No,Halifax,9,11,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,46,221.7,0,0,119.45,341.15,Churned,Competitor,Competitor had better devices
32061-MON,Female,60,Yes,Montreal,3,21,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.4,4911.05,0,0,1785,6696.05,Stayed,,
61657-SUR,Male,32,Yes,Surrey,2,6,Deal 3,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,67.6,2000.2,0,0,1441.2,3441.4,Stayed,,
91747-SAS,Female,52,Yes,Saskatoon,15,26,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,1336.65,0,0,1488,2824.65,Stayed,,
89487-CAL,Male,58,Yes,Calgary,8,9,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.45,5737.6,0,130,448.56,6316.16,Stayed,,
25310-OTT,Female,65,Yes,Ottawa,10,34,,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,25.45,134.75,0,0,27.05,161.8,Stayed,,
85404-VAN,Male,51,No,Vancouver,15,33,,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,48.9,3527,34.44,0,0,3492.56,Stayed,,
83113-SAS,Male,35,No,Saskatoon,8,30,,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0,0,0,29.15,Joined,,
78891-MCT,Female,33,Yes,Moncton,9,15,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2383.6,0,0,1069.74,3453.34,Stayed,,
95773-MCT,Female,56,Yes,Moncton,13,36,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.05,1709.15,0,0,3476.88,5186.03,Stayed,,
87950-CAL,Female,32,Yes,Calgary,13,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0,0,49.43,118.98,Churned,Attitude,Attitude of support person
73999-HAM,Male,36,Yes,Hamilton,9,17,Deal 3,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,1653.85,0,0,1411.8,3065.65,Stayed,,
81278-CHA,Female,40,No,Charlottetown,7,11,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55,6078.75,0,0,1269.45,7348.2,Stayed,,
94569-MIS,Female,45,No,Mississauga,11,3,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.75,1311.6,0,0,1549.4,2861,Stayed,,
43546-VAN,Male,21,Yes,Vancouver,7,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,89.1,5411.65,0,0,2340.5,7752.15,Stayed,,
78979-VAN,Male,46,No,Vancouver,5,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0,0,1341.45,6224.25,Stayed,,
16243-OTT,Female,67,No,Ottawa,8,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0,0,48.95,123.15,Churned,Price,Price too high
24324-TOR,Female,56,No,Toronto,1,6,Deal 2,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0,0,521.56,3132.21,Stayed,,
27812-CHA,Male,57,No,Charlottetown,7,5,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,20.25,439.75,0,0,979.44,1419.19,Stayed,,
74869-SAS,Female,57,Yes,Saskatoon,9,3,Deal 1,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.35,4214.25,0,0,0,4214.25,Stayed,,
93062-HAM,Female,31,No,Hamilton,10,6,,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.85,854.8,0,0,1270.23,2125.03,Stayed,,
11616-CAL,Male,26,No,Calgary,6,2,,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.7,1416.2,0,0,650,2066.2,Stayed,,
97001-HAM,Male,62,Yes,Hamilton,3,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.95,7852.4,0,0,2936.16,10788.56,Stayed,,
44934-CAL,Male,23,Yes,Calgary,9,9,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707,6741.44,Churned,Competitor,Competitor had better devices
66335-MIS,Female,53,No,Mississauga,3,2,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.85,272.35,0,0,359.06,631.41,Stayed,,
94910-MON,Female,74,Yes,Montreal,6,3,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,85.35,1961.6,0,0,884.18,2845.78,Stayed,,
